연번,기업명,영향범주,인증번호,제품군,인증제품명,자원발자국-총량,자원발자국-단위,자원발자국-제조전,자원발자국-제조,자원발자국-사용,자원발자국-폐기,탄소발자국-총량,탄소발자국-단위,탄소발자국-제조전,탄소발자국-제조,탄소발자국-사용,탄소발자국-폐기,오존층영향-총량,오존층영향-단위,오존층영향-제조전,오존층영향-제조,오존층영향-사용,오존층영향-폐기,산성비-총량,산성비-단위,산성비-제조전,산성비-제조,산성비-사용,산성비-폐기,부영양화-총량,부영양화-단위,부영양화-제조전,부영양화-제조,부영양화-사용,부영양화-폐기,광화학 스모그-총량,광화학 스모그-단위,광화학 스모그-제조전,광화학 스모그-제조,광화학 스모그-사용,광화학 스모그-폐기,물발자국-총량,물발자국-단위,물발자국-제조전,물발자국-제조,물발자국-사용,물발자국-폐기,시작,종료
1871,동진피씨이(주),환경성적,2023-585,생산재,건축용PC-고탄성 그릴빔[45Mpa],0.000826,kgSbe/㎏,0.000744,0.0000823,,,0.398,kgCO2e/㎏,0.384,0.0134,,,0.0000249,kgCFC-11e/㎏,0.0000249,,,,0.000406,kgSO2e/㎏,0.000359,0.0000464,,,0.0000702,kgPO43-e/㎏,0.0000647,0.00000549,,,0.000121,kgC2H4e/㎏,0.000116,0.00000482,,,0.00189,m3H2Oe/㎏,0.00151,0.00038,,,2023-11-29,2026-11-28
1872,주식회사 지구코퍼레이션,저탄소제품,2023-587,생산재,프리캐스트 철근콘크리트 암거,1.81,kgSbe/㎥,1.47,0.343,,,503,kgCO2e/㎥,461,42.1,,,0.0539,kgCFC-11e/㎥,0.0539,0.000000341,,,0.746,kgSO2e/㎥,0.58,0.166,,,0.147,kgPO43-e/㎥,0.129,0.0184,,,0.0928,kgC2H4e/㎥,0.0824,0.0104,,,1.52,m3H2Oe/㎥,1.35,0.172,,,2023-11-29,2026-11-28
1873,아이에스동서(주),저탄소제품,2023-592,생산재,"초고강도 PHC 파일 [110MPa, A종]",0.000667,kgSbe/㎏,0.000538,0.000129,,,0.252,kgCO2e/㎏,0.23,0.0225,,,0.0000278,kgCFC-11e/㎏,0.0000278,,,,0.000296,kgSO2e/㎏,0.000236,0.0000603,,,0.0000536,kgPO43-e/㎏,0.0000449,0.00000871,,,0.0000893,kgC2H4e/㎏,0.000077,0.0000123,,,0.000834,m3H2Oe/㎏,0.000661,0.000173,,,2023-11-29,2026-11-28
1874,주식회사 청진이엔씨,저탄소제품,2023-593,생산재,네오스톤 일반 60T 보도용,0.00207,kgSbe/개,0.00173,0.000336,,,0.628,kgCO2e/개,0.575,0.0531,,,0.000491,kgCFC-11e/개,0.000491,,,,0.000401,kgSO2e/개,0.000311,0.0000898,,,0.000167,kgPO43-e/개,0.00015,0.0000167,,,0.000153,kgC2H4e/개,0.000152,0.000000378,,,0.00162,m3H2Oe/개,0.00096,0.000662,,,2023-11-29,2026-11-28
1875,주식회사 청진이엔씨,저탄소제품,2023-594,생산재,네오스톤 일반 80T 차도용,0.00293,kgSbe/개,0.00247,0.000456,,,0.892,kgCO2e/개,0.82,0.072,,,0.0007,kgCFC-11e/개,0.0007,,,,0.000557,kgSO2e/개,0.000435,0.000122,,,0.000235,kgPO43-e/개,0.000213,0.0000227,,,0.000215,kgC2H4e/개,0.000215,0.000000513,,,0.00227,m3H2Oe/개,0.00137,0.000898,,,2023-11-29,2026-11-28
1876,주식회사 청진이엔씨,저탄소제품,2023-595,생산재,네오스톤 투수 60T 보도용,0.00198,kgSbe/개,0.0016,0.00038,,,0.592,kgCO2e/개,0.532,0.0601,,,0.000455,kgCFC-11e/개,0.000455,,,,0.000385,kgSO2e/개,0.000284,0.000102,,,0.000158,kgPO43-e/개,0.00014,0.0000189,,,0.00014,kgC2H4e/개,0.000139,0.000000428,,,0.00163,m3H2Oe/개,0.000885,0.000749,,,2023-11-29,2026-11-28
1877,주식회사 청진이엔씨,저탄소제품,2023-596,생산재,네오스톤 투수 80T 차도용,0.00269,kgSbe/개,0.00221,0.000473,,,0.813,kgCO2e/개,0.738,0.0748,,,0.000632,kgCFC-11e/개,0.000632,,,,0.000514,kgSO2e/개,0.000387,0.000126,,,0.000216,kgPO43-e/개,0.000193,0.0000235,,,0.000192,kgC2H4e/개,0.000191,0.000000532,,,0.00216,m3H2Oe/개,0.00123,0.000932,,,2023-11-29,2026-11-28
1878,삼남석유화학(주),환경성적,2023-597,생산재,TPA,0.00197,kgSbe/㎏,0.00117,0.000795,,,0.789,kgCO2e/㎏,0.596,0.193,,,0.000000057,kgCFC-11e/㎏,,,,,0.000937,kgSO2e/㎏,0.000693,0.000244,,,0.000171,kgPO43-e/㎏,0.000128,0.0000432,,,0.000102,kgC2H4e/㎏,0.0000863,0.0000159,,,0.00787,m3H2Oe/㎏,0.00206,0.00581,,,2023-11-29,2026-11-28
1879,(주)귀뚜라미,환경성적,2023-598,에너지사용,거꾸로ECO콘덴싱15H(B) (LNG FF),127,kgSbe/대,1.85,0.0214,125,0.0453,22300,kgCO2e/대,60,3.42,22200,12.1,0.00166,kgCFC-11e/대,0.0000205,0.00155,0.0000886,0.000000566,35.1,kgSO2e/대,0.965,0.00455,34.1,0.0262,4.92,kgPO43-e/대,0.919,0.00107,3.99,0.0089,14.1,kgC2H4e/대,0.247,0.00221,13.9,0.00398,20.6,m3H2Oe/대,5.73,0.0343,14.8,0.00609,2023-11-29,2026-11-28
1880,(주)귀뚜라미,환경성적,2023-599,에너지사용,거꾸로ECO콘덴싱18H(B) (LNG FF),147,kgSbe/대,1.85,0.0204,145,0.0537,25900,kgCO2e/대,60.8,3.26,25800,12.9,0.00148,kgCFC-11e/대,0.0000209,0.00136,0.000103,0.000000678,44.8,kgSO2e/대,0.965,0.00452,43.8,0.0305,6.32,kgPO43-e/대,0.917,0.00102,5.39,0.0102,16.4,kgC2H4e/대,0.247,0.00199,16.2,0.00472,22,m3H2Oe/대,5.74,0.0324,16.2,0.00736,2023-11-29,2026-11-28
